Beschreibung,Dafür,Dagegen,Endergebnis,Vorgeschlagen_von,Datum,Episode,Nummer
"In Cafés sind künstliche Blumen im Trend, die nicht mehr versuchen, echten Blumen zu ähneln. Sie sind Schmuck sui generis, der die Künstlichkeit zelebriert und aus Stoffen wie Sisal gefertigt wird.",['Lars'],[],True,Ijoma,2023-10-23,Ist Moral nur ein Kalkül,1
"Es gibt zwei neue Fahrradhelm-Trends: faltbare Helme aus Kunststoff und Helme im Retro-Look, die an Baseball- oder Mofa-Helme erinnern. Beide versuchen, das Problem unästhetischer Fahrradhelme zu lösen.",[],['Ijoma'],False,Lars,2023-10-23,Ist Moral nur ein Kalkül,2
"Experten im Fernsehen sagen nach einer Frage oft ""Na ja"", bevor sie antworten. Dies soll Nachdenklichkeit und Differenziertheit ausdrücken, ohne oberlehrerhaft zu wirken.",['Lars'],[],True,Zuhörer/Publikum/Gast,2023-10-23,Ist Moral nur ein Kalkül,3
"In E-Mails von professionellen Wissensarbeitern findet sich zunehmend der Zusatz ""No Response Needed"". Dies dient als Eskalationsstufe im Kampf gegen überbordende E-Mail-Kommunikation.",['Ijoma'],[],True,Lars,2023-10-23,Ist Moral nur ein Kalkül,4
"Beim Bezahlen mit Karte im Café hält der Barista das Gerät so, dass man die Summe nicht sieht.  Der Satz wird verwendet, um die Summe vor dem Bezahlen zu überprüfen und so Missverständnisse oder Betrug zu vermeiden.",['Nina'],[],True,Ijoma,2024-09-23,Narzisstisch sind immer nur die anderen,1
"Eine teure, gefüllte Schokolade, die ursprünglich aus Dubai kommt.  Sie wird in den sozialen Medien, insbesondere TikTok, als Trend gefeiert und oft selbst nachgemacht. Die Dubai-Schokolade ist häufig ausverkauft.",['Ijoma'],[],True,Nina,2024-09-23,Narzisstisch sind immer nur die anderen,2
"Der Satz ""Ich bin fein damit"" wird inflationär verwendet, oft von Politikern.  Er ist ein Beispiel für einen Anglizismus, der mit einem deutschen Wort umgesetzt wird und in eine englisch-inspirierte grammatikalische Struktur eingebettet ist.",['Zuhörer/Publikum/Gast'],['Nina'],False,Ijoma,2024-09-23,Narzisstisch sind immer nur die anderen,3
"Beim Joggen getragene Westen, in denen entweder Gewichte oder Wasser oder Energieriegel transportiert werden. Die Westen sind so verbreitet, dass man sich ohne sie beim Joggen underdressed vorkommt.",['Ijoma'],[],True,Nina,2024-09-23,Narzisstisch sind immer nur die anderen,4
"Der Begriff ""Resilienz"", der bisher im Kontext von Achtsamkeit und Selbststärkung verwendet wurde, wird nun im militärischen und sicherheitspolitischen Kontext verwendet und beschreibt die Widerstandsfähigkeit gegenüber Angriffen. Die Bedeutung hat sich von einer inneren zu einer äußeren, materiellen Widerstandsfähigkeit verschoben.",['Nina'],[],True,Ijoma,2022-03-21,Ist Achtsamkeit egoistisch,1
"Friedenssymbole wie das Peace-Zeichen und die Friedenstaube erleben eine erneute Popularität, insbesondere nach dem Beginn des Ukraine-Krieges. Diese Symbole, die vor allem in der Vergangenheit präsent waren, sind nun wieder verstärkt im öffentlichen Raum sichtbar.",[],['Ijoma'],False,Nina,2022-03-21,Ist Achtsamkeit egoistisch,2
"Doomscrolling beschreibt das zwanghafte Scrollen durch negative Nachrichten, insbesondere auf Social Media, in der Hoffnung, doch noch eine positive Nachricht zu finden. Dieses Phänomen wurde durch die Corona-Pandemie verstärkt und setzt sich nun im Kontext des Ukraine-Kriegs fort.",['Nina'],[],True,Ijoma,2022-03-21,Ist Achtsamkeit egoistisch,3
"Der Begriff ""New Normal"" beschreibt die Akzeptanz veränderter Lebensumstände und -bedingungen als neue Normalität, sei es durch die Pandemie, den Krieg oder den Klimawandel.  Er ist verbunden mit der Frage nach einer Rückkehr zur alten Normalität und dem Umgang mit Unsicherheit und Doom-Gefühlen.",['Ijoma'],[],True,Nina,2022-03-21,Ist Achtsamkeit egoistisch,4
"Auf Twitter kursiert ein Foto eines negativen Schnelltests, bei dem mit einem roten Stift ein zweiter Strich hinzugefügt wurde, um ihn positiv erscheinen zu lassen. Das Bild wird oft mit Kommentaren versehen, die es als neue Notlüge darstellen, um z.B. Verabredungen abzusagen oder der Teilnahme an unbezahlten Projekten zu entgehen.",['Lars'],[],True,Nina,2022-01-10,Wir wollen den Filialleiter sehen,1
"Ein Tweet erhält weniger Likes als ein Kommentar darunter. Dieses Phänomen wird ""ratio'd"" genannt und ist besonders unter großen Twitter-Usern bekannt. Es steht für die Schmach, dass die eigene Aussage weniger Anklang findet als die Antwort darauf.",['Nina'],[],True,Lars,2022-01-10,Wir wollen den Filialleiter sehen,2
"Häufig werden Bilder, vor allem in WhatsApp, mit dem Finger, oft in Neonfarben, bemalt und dann verschickt. Das dient entweder der Markierung wichtiger Stellen oder dem Hervorheben von witzigen oder peinlichen Details.",['Lars'],[],True,Nina,2022-01-10,Wir wollen den Filialleiter sehen,3
"In der Münchner Straßenbahn kleben auf den Corona-Hinweisschildern, insbesondere im Bereich der Maskenpflicht, mehrere Aufkleber übereinander. Dies spiegelt die sich ändernden Corona-Regeln wider und dokumentiert die verschiedenen Phasen der Pandemie.",['Nina'],[],True,Lars,2022-01-10,Wir wollen den Filialleiter sehen,4
"Lars beschreibt, wie er sein Handy in einem Carsharing-Auto auf die Mittelkonsole gelegt hat und es sich kabellos aufgeladen hat. Er ist begeistert von dieser neuen Technologie, da sie das Leben einfacher macht und von Kabeln befreit.",['Ijoma'],[],True,Lars,2020-12-21,Der ultimative Christencheck,1
"Ijoma beschreibt einen „Glühweinrüssel“, der entsteht, wenn viele Pappbecher ineinandergestapelt in überfüllten Mülleimern stecken. Das Phänomen entsteht, weil die Leute draußen vor Restaurants Glühwein trinken, da sie aufgrund der Corona-Maßnahmen nicht ins Restaurant dürfen.",['Lars'],[],True,Ijoma,2020-12-21,Der ultimative Christencheck,2
"Lars beschreibt die Praxis, Namen von Autoren oder Publizisten auf Twitter zu verfremden (z.B. durch Ersetzen von Vokalen mit Sternchen oder Einfügen von Slashes). Dies geschieht, um zu verhindern, dass die erwähnte Person den Tweet findet, obwohl über sie gesprochen wird.",['Ijoma'],[],True,Lars,2020-12-21,Der ultimative Christencheck,3
"Lars stellt den langen Daunenmantel, der bis zu den Knien reicht, als modisches Phänomen und Standarduniform von Frauen in seinem Stadtteil dar. Er hat sich selbst gerade einen gekauft und ist unsicher, ob der Trend noch aktuell ist.",[],['Ijoma'],False,Lars,2020-12-21,Der ultimative Christencheck,4
"Ijoma beschreibt das Phänomen, dass Leute „Einheit“ als Synonym für eine Million Euro oder Dollar benutzen.",[],['Lars'],False,Ijoma,2020-12-21,Der ultimative Christencheck,5
"Ijoma beschreibt den Fall zweier Hörerinnen namens Luzie und Greta, die ihm ein Phänomen vorgeschlagen hatten. Ijoma findet aber, dass die Namen der beiden selbst ein Gegenwartsphänomen sind.",['Lars'],[],True,Ijoma,2020-12-21,Der ultimative Christencheck,6
"Eine alte Methode zur Haltbarmachung von Lebensmitteln, die in der heutigen, avantgardistischen und gesundheitsbewussten Ernährungskultur eine große Rolle spielt.  Früher war nur Sauerkraut fermentiert, heute werden alle möglichen Lebensmittel fermentiert.",['Lars'],[],True,Ijoma,2020-08-03,Ist Kapitalismuskritik Kitsch,1
Der Rapper Kanye West ist durch seine Kandidatur als US-Präsident und seine Musik ein Phänomen der Gegenwart. Seine Musik ist ein Gesamtkunstwerk aus Kollaborationen und Samples.,[],['Ijoma'],False,Lars,2020-08-03,Ist Kapitalismuskritik Kitsch,2
"Früher waren große Schreibtische Statussymbole, heute reichen kleine Schreibtische, da man zum Arbeiten nur noch einen Laptop braucht. Der Schreibtisch ist nur noch so breit wie der Brustumfang.",['Lars'],[],True,Ijoma,2020-08-03,Ist Kapitalismuskritik Kitsch,3
"Hipster tragen jetzt Trekkingsandalen, allerdings in komplett schwarz (""all black"").  Das Phänomen greift die Dominanz von Funktionskleidung auf, geht aber einen Schritt ins Offene, da die Sandale nicht mehr ganz so funktional ist.",['Ijoma'],[],True,Lars,2020-08-03,Ist Kapitalismuskritik Kitsch,4
"Der Begriff „Boutique“ wird inflationär gebraucht, nicht nur für Mode oder Hotels, sondern auch für Agenturen und sogar Asset Management. Es steht für klein aber fein.",['Ijoma'],[],True,Lars,2020-08-03,Ist Kapitalismuskritik Kitsch,5
"Das Wort ""skalieren"" wird im Kontext von Online-Business und dem Versprechen von fünfstelligen Monatseinkommen durch digitale Infoprodukte verwendet. Es wird in einem bestimmten Slang verwendet, der sich aus einem  Einwanderermilieu verselbstständigt hat.",['Lars'],[],True,Ijoma,2020-08-03,Ist Kapitalismuskritik Kitsch,6
"Ein Wichtel zieht im Advent in die Wohnung ein und spielt Streiche, die die Kinder suchen und finden müssen. Dieses Phänomen ist inspiriert von dem amerikanischen ""Elf on the Shelf"".",['Ijoma'],[],True,Nina,2023-12-18,Endlich machen alle dasselbe,1
"Ijoma kommunizierte mit seinem Airbnb-Gastgeber auf Deutsch, obwohl dieser ihn bei der Ankunft auf Englisch ansprach. Der Gastgeber begründete dies damit, dass er immer von der Nutzung einer Übersetzungssoftware ausgeht, selbst wenn Nachrichten auf Deutsch ankommen.",['Nina'],[],True,Ijoma,2023-12-18,Endlich machen alle dasselbe,2
"Obwohl Twitter in ""X"" umbenannt wurde, wird der Name ""Twitter"" von vielen weiterhin verwendet, sowohl in der gesprochenen Sprache als auch schriftlich.",[],['Ijoma'],False,Nina,2023-12-18,Endlich machen alle dasselbe,3
"Eine KI-generierte Sängerin veröffentlichte ihren ersten Song und zeigte im Video dazu den Code, inklusive Prompt, der zur Generierung des Liedes verwendet wurde.  Dies wird als eine Art Transparenz oder auch Selbstreferenzialität der Kunst interpretiert.",['Nina'],[],True,Ijoma,2023-12-18,Endlich machen alle dasselbe,4
"Warnwesten werden nicht mehr nur aus Sicherheitsgründen getragen, sondern sind zu einem modischen Accessoire geworden. Sie sind in verschiedenen Neonfarben und mit Mustern erhältlich und werden auch von Menschen getragen, die früher keine Warnwesten getragen hätten.",['Ijoma'],[],True,Nina,2023-03-06,Ist Glück nur eine Frage der Biochemie,1
"Die Frage, ob Weiße schwarze Emojis oder GIFs verwenden dürfen, wird diskutiert.  Es geht um kulturelle Aneignung und die Frage nach der Authentizität von Emotionen.","['Nina', 'Ijoma']",[],True,Zuhörer/Publikum/Gast,2023-03-06,Ist Glück nur eine Frage der Biochemie,2
"In längeren Gesprächen, z.B. Zoom-Calls, wird zwar zu Beginn gegendert, danach aber immer weniger, bis ganz darauf verzichtet wird. Es wird so getan, als sei die Absicht, alle Geschlechter zu berücksichtigen, mit dem anfänglichen Gendern hinreichend bewiesen.",['Nina'],['Ijoma'],False,Zuhörer/Publikum/Gast,2023-03-06,Ist Glück nur eine Frage der Biochemie,3
"Der Begriff ""Instagrammer"" ersetzt ""Tourist"" als Schimpfwort und beschreibt Menschen, die Orte nur besuchen, um Fotos für soziale Medien zu machen, ohne wirkliches Interesse an dem Ort selbst zu haben. Es geht um die Oberflächlichkeit und den Fokus auf Selbstdarstellung.",['Nina'],[],True,Ijoma,2023-01-23,Vom Prinzen zum Influencer,1
"Die Dating-App Hinge wirbt dafür, die App zu löschen, sobald man seinen Partner gefunden hat.  Sie fokussiert sich auf tiefere Verbindungen statt oberflächliches Swipen und setzt auf authentische Kommunikation durch Sprachnachrichten.",['Ijoma'],[],True,Nina,2023-01-23,Vom Prinzen zum Influencer,2
"In der visuellen Welt (Bildschirme, Plakate, etc.) wird die Schrift zunehmend vom Bild überlagert, obwohl dies künstlich erzeugt ist (z.B. durch Bildbearbeitung).  Das Bild wird somit mächtiger und die Abstraktion der Schrift tritt zurück.",[],['Nina'],False,Ijoma,2023-01-23,Vom Prinzen zum Influencer,3
"Die Omnipräsenz von Cord-Jogginghosen in Geschäften und online. Es geht um die Frage, ob dies ein Ausdruck einer Vermischung von Klassen und Milieus in der Mode ist, oder ein Nachhall der Corona-Pandemie und des Homeoffice.",[],[],True,Nina,2023-01-23,Vom Prinzen zum Influencer,4
"Durch die Corona-Pandemie haben Menschen eine neue Freiheit von ihrer Arbeit empfunden und ziehen sich vom Arbeitsmarkt zurück.  In den USA ist dies besonders stark ausgeprägt,  in Deutschland ist das Phänomen abgeschwächt, zeigt sich aber z.B. in der Gastronomie.",['Lars'],[],True,Ijoma,2022-06-13,Warum der Oktopus kein Zentrum hat,1
"An Häusern und Zäunen sieht man vermehrt kleine Kästchen mit einem Zahlenschloss, in denen der Schlüssel für die Tür aufbewahrt wird. Dies dient der kontaktlosen Schlüsselübergabe, vor allem für Airbnb.",[],['Ijoma'],False,Lars,2022-06-13,Warum der Oktopus kein Zentrum hat,2
"Menschen fotografieren sich selbst beim Selfie-Machen. Ein Beispiel ist eine Hochzeitsgesellschaft, die sich für ein Selfie positioniert, während der Hochzeitsfotograf die Szene festhält.",['Lars'],[],True,Zuhörer/Publikum/Gast,2022-06-13,Warum der Oktopus kein Zentrum hat,3
"Das Bündchen von T-Shirts wird beschriftet, oft mit dem Markennamen oder anderen Informationen. Ein Beispiel ist eine Klimaaktivistin, die ein T-Shirt mit einer Botschaft und der URL einer Webseite auf dem Bündchen trug.",['Ijoma'],[],True,Lars,2022-06-13,Warum der Oktopus kein Zentrum hat,4
"Ein Argumentationsmuster, bei dem ein als oberflächlich oder offensichtlich wahrgenommenes Argument als ""Low Hanging Fruit"" bezeichnet wird, um den Gegenüber zu diskreditieren. Der Begriff wird oft in Online-Diskussionen verwendet.",[],['Nina'],True,Ijoma,2020-07-21,Anmut und Angeberei  die Renaissance der Kochshows,1
"Die Allgegenwärtigkeit von weggeworfenen Einwegmasken im öffentlichen Raum, insbesondere am Straßenrand oder im Gebüsch, als Zeichen der Corona-Pandemie und der Wegwerfgesellschaft.",['Ijoma'],[],True,Nina,2020-07-21,Anmut und Angeberei  die Renaissance der Kochshows,2
"Thessaloniki als hippes und angesagtes Reiseziel, das an die Stelle von Istanbul getreten ist. Es wird als urban, modern und ein Geheimtipp beschrieben, mit guter Küche und Naturweinen.",[],['Nina'],False,Ijoma,2020-07-21,Anmut und Angeberei  die Renaissance der Kochshows,3
"Urlaub in Deutschland als Alternative zu Fernreisen, bedingt durch die Corona-Pandemie und Reisebeschränkungen.",['Ijoma'],[],True,Nina,2020-07-21,Anmut und Angeberei  die Renaissance der Kochshows,4
"Die zunehmende Verbreitung des asiatischen Rituals des Verbeugens, mit vor der Brust gefalteten Händen, als Begrüßungs- oder Dankesgeste. Dieses Ritual wird zunehmend auch in westlichen Kulturen praktiziert.",['Nina'],[],True,Ijoma,2020-07-21,Anmut und Angeberei  die Renaissance der Kochshows,5
"Große Lastenfahrräder oder Bollerwagen, die von Eltern genutzt werden, um ihre Kinder oder Einkäufe zu transportieren.",[],['Ijoma'],False,Nina,2020-07-21,Anmut und Angeberei  die Renaissance der Kochshows,6
"Ein Künstlerkollektiv auf der documenta fifteen beschrieb sich selbst als neurodivers, womit gemeint ist, dass Menschen mit und ohne geistige Behinderung im Kollektiv mitwirken. Der Begriff soll Normalität entnormalisieren und neurologische Normalität in Frage stellen.",['Ijoma'],['Lars'],False,Zuhörer/Publikum/Gast,2022-09-19,Was soll der Maskenstolz,1
"YIMBY (Yes In My Backyard) ist das Gegenstück zu NIMBY (Not In My Backyard). Es beschreibt eine neue gesellschaftlich-politische Bewegung, die sich für Bauprojekte, insbesondere Wohnungsbau, im eigenen Umfeld ausspricht, um z.B. der Wohnungsnot zu begegnen.",['Ijoma'],[],True,Lars,2022-09-19,Was soll der Maskenstolz,2
"Auf der documenta fifteen fand sich auf Toilettentüren die Aufschrift ""If you feel like Herbert"" oder ""If you feel like ..."".  Der generische Frauenname wird in der E-Mail nicht genannt. Dies soll die soziale Konstruiertheit von Geschlechtern humorvoll thematisieren und gleichzeitig nicht-binäre Personen inkludieren, ohne diejenigen zu provozieren, die sich von Gendertoiletten genervt fühlen.",['Ijoma'],['Lars'],False,Zuhörer/Publikum/Gast,2022-09-19,Was soll der Maskenstolz,3
"Jugendliche tragen massenhaft Kleidung von H&M mit Logos amerikanischer Elite-Universitäten wie Stanford oder Yale, obwohl sie dort offensichtlich nicht studieren. Das Phänomen wird als Zeichen einer neuen Form von Statussymbolik oder Marketingstrategie interpretiert.",['Ijoma'],[],True,Lars,2022-09-19,Was soll der Maskenstolz,4
"Spotify hat Usern anhand ihrer Daten eine Beschreibung bzw. Eigenbeschreibung erstellt, die ihre Einzigartigkeit widerspiegeln soll. Basierend auf Hörgewohnheiten wird den Usern vermittelt, was sie an ihrem Musikgeschmack besonders macht.",[],['Nina'],False,Lars,2021-06-14,Sind Männer auch nur Eltern,1
"Im Sommer 2021 fahren auffällig viele Menschen mit Fahrrädern durch die Gegend, auf denen laute Musik aus Bluetooth-Boxen oder Radios dröhnt. Früher war das eher ein Verhalten von Teenagern, jetzt scheinen es auch mehr Erwachsene zu tun.",['Lars'],[],True,Nina,2021-06-14,Sind Männer auch nur Eltern,2
"Ein Schönheits-OP-Trend, bei dem der Po vergrößert wird. Der Name stammt aus Brasilien und hat sich durch die sozialen Medien und Stars wie Kim Kardashian verbreitet.",['Nina'],[],True,Lars,2021-06-14,Sind Männer auch nur Eltern,3
"Insektenhotels sind im Trend und werden überall verkauft.  Man sieht die Kästen mit den kleinen Löchern überall, an Balkonen, in Gärten und sogar an Kitas.",['Lars'],[],True,Nina,2021-06-14,Sind Männer auch nur Eltern,4
"Hormonelle Verhütung ist immer mehr verpönt, insbesondere durch die Debatte um die AstraZeneca Impfung und das damit verbundene Thrombose-Risiko. Es gibt immer mehr Artikel, in denen sich Frauen dafür rechtfertigen müssen, die Pille noch zu nehmen.",[],['Lars'],False,Nina,2021-06-14,Sind Männer auch nur Eltern,5
"Fliesen in der Form von Backsteinen, wie man sie aus der Pariser Metro kennt, werden als Fliesen für Küche und Bad immer beliebter.",[],['Nina'],False,Lars,2021-06-14,Sind Männer auch nur Eltern,6
"Eine Werbung für die Dating-App Bumble, die Ijoma im Podcast immer wieder hört. In der Werbung geht es darum, Menschen mit gleichem Geschmack zusammenzubringen, z.B. Menschen, die gerne Kaffee trinken und darüber sprechen. Ijoma findet die Werbung unfassbar gegenwärtig.",['Lars'],[],True,Ijoma,2022-11-28,Muss Twitter sterben damit wir leben können,1
"Eine neue Serie auf Netflix über Wednesday Addams, die Tochter aus der Addams Family.  Die Serie soll eine neue Welle an Gothic lostreten und durch die Hauptdarstellerin Jennifer Ortega popkulturell prägend sein.",[],['Ijoma'],False,Lars,2022-11-28,Muss Twitter sterben damit wir leben können,2
"Der Slogan bzw. die Marke  ""I like people who like people"" ist ein Zeichen des gesellschaftlichen Wandels. Weg vom Menschenhass-Trend der letzten Jahre hin zu einer neuen Lust, Menschen zu mögen. Als Beispiel wird ein Pulli der Marke Reserved genannt.",[],['Lars'],False,Zuhörer/Publikum/Gast,2022-11-28,Muss Twitter sterben damit wir leben können,3
"Ein Wassersprudler, der im Gegensatz zum Sodastream sehr hochwertig und teuer aussieht, wie eine Espressomaschine für 5000€. Lars findet ihn extrem gegenwärtig.",[],['Ijoma'],False,Lars,2022-11-28,Muss Twitter sterben damit wir leben können,4
"Digitale Medien, insbesondere Memes, entwickeln durch wiederholtes Screenshotten und Komprimieren eine eigene Art Patina. Diese ""Verschlechterung"" der Bildqualität wird als Zeichen der Authentizität und weiten Verbreitung gedeutet. Es gibt sogar Websites, die diese Patina künstlich erzeugen können.",['Ijoma'],[],True,Lars,2021-02-08,Den Kapitalismus mit seinen eigenen Mitteln schlagen,1
"Anstatt offene Briefe zu schreiben, um Kritik oder Anliegen öffentlich zu äußern, werden wichtige Botschaften im digitalen Zeitalter oft als private Nachrichten (z.B. Direktnachrichten oder E-Mails) verschickt.  Dadurch soll die Ernsthaftigkeit des Anliegens unterstrichen werden, da man dem öffentlichen Ritual des Widerspruchs und der Zuspitzung entgeht.",[],['Ijoma'],True,Lars,2021-02-08,Den Kapitalismus mit seinen eigenen Mitteln schlagen,2
"Werbung bei kostenlosen Streamingdiensten nervt den Nutzer absichtlich, um ihn zum Abschluss eines Abonnements zu bewegen.  Die Werbung verweist direkt auf ihre eigene Nervigkeit und verspricht, bei einem Abo zu verschwinden.",['Lars'],[],True,Ijoma,2021-02-08,Den Kapitalismus mit seinen eigenen Mitteln schlagen,3
"Markennamen werden in großer, gesperrter Schrift über das gesamte Heck von Autos geschrieben, selbst bei Marken wie Skoda, die früher nur ein kleines Emblem hatten. Dies könnte an der zunehmenden Ähnlichkeit der Automodelle liegen oder an der Bedeutung des chinesischen Marktes.",[],['Ijoma'],False,Lars,2021-02-08,Den Kapitalismus mit seinen eigenen Mitteln schlagen,4
Menschen tragen zwei Masken übereinander - eine medizinische und darüber eine modische. Die modische Maske dient dabei ästhetischen Zwecken.,['Lars'],[],True,Ijoma,2021-02-08,Den Kapitalismus mit seinen eigenen Mitteln schlagen,5
In Korea röstet inzwischen fast jeder seinen Kaffee selbst in der Pfanne.  Dies ist ein Zeichen für die zunehmende Bedeutung der Kaffeekultur und der Kulinarik im Allgemeinen.,['Lars'],[],True,Ijoma,2021-02-08,Den Kapitalismus mit seinen eigenen Mitteln schlagen,6
"Es gibt immer mehr Angebote, elektronische Geräte wie iPads, Notebooks oder Smartphones zu mieten, anstatt sie zu kaufen.  Dies scheint ein Trend zu sein, weg vom Sharing hin zum Mieten von Geräten für einen längeren Zeitraum.",['Ijoma'],[],True,Nina,2021-07-12,Das kollektive Senken der Schmerzgrenze,1
"Auf Twitter wird die Position des Gegners in politischen Debatten so zusammengefasst, dass sie widersprüchlich erscheint.  Darunter wird lakonisch ""Merkt ihr selber, oder?"" geschrieben, in der Annahme, der Widerspruch sei offensichtlich.",[],['Nina'],False,Ijoma,2021-07-12,Das kollektive Senken der Schmerzgrenze,2
"Ähnlich wie ""Merkt ihr selber, oder?"", aber impliziert eine Suche nach dem Fehler in der Argumentation des Gegners.",['Ijoma'],[],True,Nina,2021-07-12,Das kollektive Senken der Schmerzgrenze,3
"Windeln werden immer stärker ausdifferenziert, von öko-minimalistischen Varianten bis hin zu solchen mit Tiermustern.  Diese Ausdifferenzierung spiegelt gesellschaftliche Trends wider, z.B. Umweltbewusstsein oder den Wunsch nach sozialer Distinktion.",[],['Ijoma'],True,Nina,2021-07-12,Das kollektive Senken der Schmerzgrenze,4
"Der ""Daumen hoch"" (bzw. das Like) hat seine Bedeutung von ""Super, I like"" zu ""Ja, okay, habe ich wahrgenommen"" verändert.  Diese Veränderung wird auf das erhöhte Level an Online-Kommunikation zurückgeführt.",['Nina'],[],True,Ijoma,2021-07-12,Das kollektive Senken der Schmerzgrenze,5
"Jugendliche nutzen E-Scooter für erste oder zweite Dates.  Die Fahrt selbst scheint das eigentliche Event zu sein, bei dem eine ungewohnte Nähe entsteht.",['Ijoma'],[],True,Nina,2021-07-12,Das kollektive Senken der Schmerzgrenze,6
"Frauen tragen im Sommer vermehrt Radlerhosen, die als ""ugly fashion item"" bezeichnet werden.  Dieses Phänomen wird als Modetrend wahrgenommen.",['Nina'],[],True,Ijoma,2021-07-12,Das kollektive Senken der Schmerzgrenze,7
"Ein abwertender Neologismus, der vor allem von Frauen für andere Frauen verwendet wird, die ihre Weiblichkeit überbetonen, um Männer zu manipulieren. Es ist eine Zusammensetzung aus ""Hetero"" und ""Schlampe"".",[],['Lars'],False,Ijoma,2020-10-12,Tal der Ahnungslosen,1
"Infrarot-Thermometer, die berührungslos die Temperatur messen und in Zeiten der Corona-Pandemie weit verbreitet eingesetzt werden.  Die Geste, mit der das Thermometer an die Stirn gehalten wird, wird als ""brutale Hinrichtungsgeste"" beschrieben.",['Ijoma'],[],True,Lars,2020-10-12,Tal der Ahnungslosen,2
"Das Wort ""Deep"" ersetzt zunehmend ""Post"" als Präfix und findet sich in Begriffen wie ""Deep State"", ""Deep Learning"" oder ""Deep Dive"" wieder. Es soll den Wandel von einer eher oberflächlichen Betrachtung zu einer tiefergehenden Analyse verdeutlichen.",[],['Ijoma'],False,Lars,2020-10-12,Tal der Ahnungslosen,3
"Insbesondere Stars, aber auch Normalsterbliche bezeichnen sich selbst als Soziopathen. Der Begriff hat seine negative Konnotation verloren und wird als Ausdruck von Individualität und Abgrenzung von der Masse verwendet.",['Lars'],[],True,Ijoma,2020-10-12,Tal der Ahnungslosen,4
"Nutzer schreiben Beleidigungen, die ihnen von anderen auf Twitter entgegengebracht wurden, in ihre Selbstbeschreibung (Bio). Die Beleidigungen werden quasi als Auszeichnungen getragen.",['Lars'],[],True,Ijoma,2020-10-12,Tal der Ahnungslosen,5
"Ein allgemeines Lebensgefühl, das die Enge der Welt beschreibt, ausgelöst durch politische Ereignisse wie Trump oder die Corona-Pandemie, aber auch durch persönliche, biografische Faktoren. Es schwindet die Hoffnung und Möglichkeiten scheinen sich zu verkleinern.",['Ijoma'],[],True,Lars,2020-10-12,Tal der Ahnungslosen,6
"Ein neues, mattes Grau wird als Farbe für Autos, insbesondere Elektroautos, immer beliebter.  Dieses Grau unterscheidet sich vom silbergrauen Standardton früherer Autos.",['Ijoma'],[],True,Zuhörer/Publikum/Gast,2022-04-04,Können Männer lustig sein,1
"In Videokonferenzen (z.B. Zoom, Teams) bleiben oft die hochgehobenen virtuellen Hände von Teilnehmern stehen, obwohl diese nichts mehr sagen wollen. Dadurch entsteht Verwirrung bei der Moderation.",['Lars'],['Lars'],False,Ijoma,2022-04-04,Können Männer lustig sein,2
"Der Wirtschaftshistoriker Adam Tooze ist eine allgegenwärtige Figur in den Medien und wird als der Mann bezeichnet, der alles erklärt. Er gibt unzählige Interviews, schreibt Bücher und Newsletter und analysiert die Polykrise unserer Zeit.",['Ijoma'],[],True,Lars,2022-04-04,Können Männer lustig sein,3
"Produkte, besonders aus dem Lebensmittelbereich,  erhalten Namen, die an englische Wörter erinnern, aber bewusst falsch geschrieben sind (z.B. ""pyur"" statt ""pure"", ""blu"" statt ""blue"").",['Lars'],[],True,Zuhörer/Publikum/Gast,2022-04-04,Können Männer lustig sein,4
"Das Wort ""regulieren"" wird im Kontext der Kindererziehung verwendet und beschreibt, wie Eltern die Emotionen ihrer Kinder mitregulieren, anstatt sie nur zu disziplinieren.  Im Alltag der Eltern wird die ganze Zeit darüber diskutiert, ob Kinder in der Lage sind, sich selbst zu regulieren oder ob sie Unterstützung von den Eltern benötigen.",['Nina'],[],True,Lars,2024-04-08,Werden wir jetzt wieder Freunde,1
"Der Cortisolbauch wird als Folge von Traumata und Stress gesehen, die sich im Bauch festsetzen. Durch somatische Yogaübungen soll das Trauma gelöst und der Bauch reduziert werden.",['Lars'],[],True,Nina,2024-04-08,Werden wir jetzt wieder Freunde,2
"Der Cola-Fanta-Mix, bekannt als Spezi, erlebt ein Comeback. Es gibt mehr Spezi-Varianten und der Cola-Mix ist generell auf dem Vormarsch, auch in Cafés, die sonst keine Softgetränke anbieten.",['Nina'],[],True,Lars,2024-04-08,Werden wir jetzt wieder Freunde,3
"In der Werbung wird versucht, Ängste vor KI durch die Darstellung von vertrauenswürdigen Menschen abzubauen.  Diese ""Brückenfiguren"" sollen das Abstrakte und potenziell Bedrohliche von KI vermenschlichen.  Nina nennt zwei Beispiele: eine Weiterbildungswerbung mit einem jungen Mann und eine Meta-Werbung mit einer Schweißerin.",['Lars'],[],True,Nina,2024-04-08,Werden wir jetzt wieder Freunde,4
"Mangold beobachtet, dass Tesla hauptsächlich nur in schwarz und weiß angeboten wird und vergleicht dies mit hochwertigen Restaurants, die ein reduziertes, aber qualitativ hochwertigeres Menü anbieten.  Er sieht darin ein Zeichen für einen neuen Trend zur Konsum-Deindividualisierung.",[],"['Lars', 'Zuhörer/Publikum/Gast']",False,Ijoma,2024-07-29,Ist Pop heute rechts,1
